,0,1,2,3,4,5,6,7,8,9
221,"September 3, 2016",1/10,Flew Economy,"Worst flight. Dirty. Cold. Rude. Left item and no one would go back and help me. Had plenty of time. Very rude and mean. Very uncomfortable. Delayed, as usual, too.",No,width: 20%,width: 20%,width: 20%,width: 0%,width: 0%
222,"September 1, 2016",1/10,Flew Economy,"Round trip flight with four legs, first was late, second was canceled twice on two different days, third on time, fourth was late.",No,width: 40%,width: 60%,width: 80%,width: 0%,width: 60%
223,"August 30, 2016",4/10,Flew Economy,"The canceled flights was the worst. We started late, sat on the tarmac for one hour and returned to the gate. This was weather related and I am ok with that. As soon as we got inside the terminal they announced that the flight was canceled. They also would not give us our luggage, including gate checked luggage, which for us was a wheelchair. Fortunately one of the gate crew retrieved the wheelchair for us. Otherwise it would have been an even greater disaster. When we asked for our luggage they told us it would be at XNA when we got there.",No,width: 60%,width: 80%,width: 40%,width: 80%,width: 60%
224,"August 29, 2016",1/10,Flew Economy,When we asked about lodging and meals we were informed that they have no obligation to provide that for weather related issues. When asked about future flights we were told the first available seats were for 8:00 PM the next day.,No,width: 60%,width: 80%,width: 80%,width: 0%,width: 40%
225,"August 27, 2016",1/10,Flew Economy,"This month my family went to Japan for my brother’s wedding. We flew American Airlines for the first time. It will be also the last. It was the worst flying experience I have ever had. My dad had left earlier in the month to go to japan. When we travel internationally, we typically like to go 4 hours earlier. After waiting 4 hours, he was notified that the plane was delayed 6 hours. After waiting 6 hours, and getting on to the plane. Over the intercoms, it was announced that since the flight attendants were in an Union and they were going to be overworked and too much overtime, they made all the passengers get off. My dad even had to go get his luggage back. He waited a total of 12 hours and he had to come back home in a taxi ride of 45 minutes. How they compensated it was with 2 meal tickets at the airport, each 6 dollars. And top it all off, when we coming back to America from Japan, they notified my dad and I, that our flight was canceled. The guy at the service counter had initially told us that since the weather conditions due to lighting, no Chicago flights were flying. Then he offered us a layover flight from Japan, to Hanaloulou, then to Chicago. With a layover of 4 hours.",No,width: 20%,width: 60%,width: 60%,width: 80%,width: 60%
226,"August 25, 2016",2/10,Flew Economy,Qantas have teamed up to flight share with American Airlines – more fool Qantas.,No,width: 60%,width: 60%,width: 20%,width: 60%,width: 20%
227,"August 25, 2016",1/10,Flew Economy,"
We travelled in July from Perth, Australia, via Sydney to LA, New York, Las Vegas, LA and back to Perth for the family holiday of a lifetime. The trans pacific and internal US flights were with American and the difference between the service you get with Qantas and American is poles apart.  The AA crews were unfriendly and unkempt. They were more interested in discussing their social lives at the tops of their voices than doing their jobs. The food on all flights was awful.  Check in staff at all the airports in the US  were rude, abrupt, unhelpful and need to learn the meaning of customer service.  Yelling at customers for heaven’s sake! The change when we got back to Australia was huge – we almost kissed the staff! The Qantas crew were friendly, helpful and professional – a joy to fly with. Would never ever travel on American again.",No,width: 20%,width: 20%,width: 20%,width: 0%,width: 20%
228,"August 24, 2016",1/10,Flew Economy,"AA2297 LAS to LAX. Paid extra for bulkhead seats and “Group 1” boarding priority. Arrived on board to find overhead lockers full from our seats to overwing. Walked halfway down the aircraft and placed my small carry on in first available space. My partner had a small, soft sided carry on, so I stowed it in front of the bulk head, under a first class seat. Nothing mentioned during pre take off safety inspection. Before landing, a flight attendant spotted the bag and went ballistic at us, screaming that we were violating FAA regulations. We said, “no problem, if you can find space, we’re happy to move it.” She snatched the bag, put it in first class, and returned to scold us again, telling us “you better not do that again, it goes in the overhead next time!”  I waited until everyone was off to get her name. She refused, and when we both tried to calmly explain why we were not impressed with her behavior, she put up both hands and shouted “OK, I feel like you’re ganging up on me”, and walked away. This is how American’s deal with complaints, claim they feel “threatened” by you, and walk away. I have been a flight attendant for 17 years, and have never spoken to a customer like that.",No,width: 20%,width: 20%,width: 40%,width: 60%,width: 40%
229,"August 23, 2016",1/10,Flew Economy,"Got me to London 16 hours late causing me to miss connecting to cruise out of Southhampton.  Resulted in 2 nights of hotels, taxi and food expense.  Missed 2 nights of cruise and had to fly to Newcastle to catch up to the ship.  AA customer response has been terrible.",No,width: 40%,width: 20%,width: 80%,width: 40%,width: 40%
230,"August 22, 2016",1/10,Flew Economy,"2 days of cancelled flights and no help has made me never want to take American Airlines anywhere, ever again.",No,width: 20%,width: 80%,width: 60%,width: 0%,width: 60%
231,"August 22, 2016",1/10,Flew Economy,This is an attempt to help future travelers. I hope our vioces will be heard and our effort to share our experience will not go in vain.,No,width: 40%,width: 80%,width: 40%,width: 80%,width: 40%
232,"August 21, 2016",1/10,Flew Economy,"
There were two crew members on flight number 2599 August 20th 2016( Lax- MBJ) I found to be extremely disrespectful and unaccommodating . One mature male, and another mature  female. Both behaviors left me feeling disgusted and in deep regret of  booking with AA.",No,width: 20%,width: 0%,width: 60%,width: 0%,width: 0%
233,"August 21, 2016",1/10,Flew Economy,"I was sitting in my seat and saw the mature male crew member going around handing out ear phones. At first I thought he was handing out cookies or peanuts so I stopped him. I asked him kindly for one and he said no, he further indicated that he saw ear phones on me therefore “I did’t need one”. I apologized and then asked if it was possible for him to give me a blanket please. He looked deeply annoyed by my request with this mean attitude then quickly walked away as he replied NO. So no sorry we do not have one, just No. Besides his disrespectful answer keep in mind, I saw plenty of blankets in the  first class section. It was 5 cold hours in my seat. First class or coach he could have offered me a blanket. I heard a passenger refusing extra blanket so I was sure I could have one.",No,width: 40%,width: 0%,width: 20%,width: 0%,width: 0%
